id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:fnbcorp:/job/Pittsburgh-PA/Summer-2027-AI-ML-Modeler-Intern_2026-01851,First National Bank,Summer 2027 AI/ML Modeler Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Pittsburgh, PA",no-sponsorship,,,Python; SQL; scikit-learn; Pandas; Docker; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://fnbcorp.wd501.myworkdayjobs.com/FNBCORP/job/Pittsburgh-PA/Summer-2027-AI-ML-Modeler-Intern_2026-01851
workday:fnbcorp:/job/Pittsburgh-PA/Summer-2027-AI-and-Innovation-Intern---Pittsburgh--PA_2026-01811,First National Bank,"Summer 2027 AI and Innovation Intern - Pittsburgh, PA",Summer 2027,False,,Internship,,Data & ML/AI,"Pittsburgh, PA",no-sponsorship,,,LLMs,2026-09-01T00:00:00Z,date_only,2026-09-01T15:48:01Z,https://fnbcorp.wd501.myworkdayjobs.com/FNBCORP/job/Pittsburgh-PA/Summer-2027-AI-and-Innovation-Intern---Pittsburgh--PA_2026-01811
workday:fnbcorp:/job/Pittsburgh-PA/Summer-2027-Data-Science-Intern---Pittsburgh--PA_2026-02016,First National Bank,"Summer 2027 Data Science Intern - Pittsburgh, PA",Summer 2027,False,,Internship,,Data & ML/AI,"Pittsburgh, PA",no-sponsorship,,,,2026-09-01T00:00:00Z,date_only,2026-09-01T15:48:01Z,https://fnbcorp.wd501.myworkdayjobs.com/FNBCORP/job/Pittsburgh-PA/Summer-2027-Data-Science-Intern---Pittsburgh--PA_2026-02016
workday:genpt:/job/Birmingham-AL-USA/Cloud-Developer-Intern_R26_0000029133,Genuine Parts Company,Cloud Developer Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; GCP; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Cloud-Developer-Intern_R26_0000029133
workday:genpt:/job/Birmingham-AL-USA/Cloud-SRE-Intern_R26_0000029134,Genuine Parts Company,Cloud SRE Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,GCP,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Cloud-SRE-Intern_R26_0000029134
workday:genpt:/job/Birmingham-AL-USA/Customer-Software-Development-Intern_R26_0000029135,Genuine Parts Company,Customer Software Development Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Customer-Software-Development-Intern_R26_0000029135
workday:genpt:/job/Birmingham-AL-USA/GRC-Cybersecurity-Analyst-Intern_R26_0000029137,Genuine Parts Company,GRC/Cybersecurity Analyst Intern,Not stated,True,,Internship,,Security,"Birmingham, AL, USA",unknown,63,,Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/GRC-Cybersecurity-Analyst-Intern_R26_0000029137
workday:genpt:/job/Birmingham-AL-USA/Platform-Engineering-Intern_R26_0000029141,Genuine Parts Company,Platform Engineering Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,GCP,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Platform-Engineering-Intern_R26_0000029141
workday:genpt:/job/Birmingham-AL-USA/Software-Developer-Intern_R26_0000029140,Genuine Parts Company,Software Developer Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL; GCP; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Software-Developer-Intern_R26_0000029140
workday:iatinsurancegroup:/job/Raleigh-NC/Cyber-Security-Internship_JR100410,IAT Insurance Group,Cyber Security Internship,Summer 2027,False,,Internship,,Security,Raleigh NC,no-sponsorship,,,,2026-09-01T00:00:00Z,date_only,2026-09-02T20:22:42Z,https://iatinsurancegroup.wd1.myworkdayjobs.com/iat/job/Raleigh-NC/Cyber-Security-Internship_JR100410
workday:ingredion:/job/Westchester-IL/AI---Data-Scientist-Intern_Req-40007-1,Ingredion,AI & Data Scientist Intern,Not stated,True,,Internship,,Data & ML/AI,"Westchester, IL",unknown,4,$20–$25/hr,SQL; PyTorch; TensorFlow; scikit-learn; AWS; GCP; Azure; Hadoop,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://ingredion.wd1.myworkdayjobs.com/IngredionCareers/job/Westchester-IL/AI---Data-Scientist-Intern_Req-40007-1
workday:jj:/job/Cincinnati-Ohio-United-States-of-America/Data-Science-Co-Op--Summer-2027_R-096746,Johnson & Johnson,"Data Science Co-Op, Summer 2027",Summer 2027,False,,Co-op,,Data & ML/AI,"Cincinnati, Ohio, United States of America",no-sponsorship,8,$23.5/hr,Python; SQL; scikit-learn; Pandas; Git; Spark; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Data-Science-Co-Op--Summer-2027_R-096746
workday:jj:/job/Cincinnati-Ohio-United-States-of-America/Software-Engineering-Co-Op-Summer-2027_R-096743,Johnson & Johnson,Software Engineering Co-Op. Summer 2027,Summer 2027,False,,Co-op,,Software,"Cincinnati, Ohio, United States of America",no-sponsorship,8,$23.5/hr,Python; C++; Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Software-Engineering-Co-Op-Summer-2027_R-096743
workday:mastercard:/job/OFallon-Missouri/Platform-Engineering-Intern--Summer-2027---St-Louis--MO--US_R-284868,Mastercard,"Platform Engineering Intern, Summer 2027 – St. Louis, MO, US",Summer 2027,False,,Internship,,Software,"O'Fallon, Missouri",unknown,,$25–$30/hr,AWS; GCP; Azure; Kubernetes; Docker; Terraform; Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T15:48:01Z,https://mastercard.wd1.myworkdayjobs.com/Campus/job/OFallon-Missouri/Platform-Engineering-Intern--Summer-2027---St-Louis--MO--US_R-284868
workday:mastercard:/job/OFallon-Missouri/Platform-Engineering-Intern--Summer-2027---St-Louis--MO--US_R-284873,Mastercard,"Platform Engineering Intern, Summer 2027 – St. Louis, MO, US",Summer 2027,False,,Internship,,Software,"O'Fallon, Missouri",unknown,,$25–$30/hr,SQL; LLMs; PostgreSQL; MongoDB; Redis,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://mastercard.wd1.myworkdayjobs.com/Campus/job/OFallon-Missouri/Platform-Engineering-Intern--Summer-2027---St-Louis--MO--US_R-284873
workday:newrez:/job/TX-Coppell/XMLNAME-2027-Summer-Internship---Software-Developer_R10390,Newrez,2027 Summer Internship - Software Developer,Summer 2027,False,,Internship,,Software,"TX, Coppell",unknown,24,,C#; SQL; Git; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T15:48:01Z,https://newrez.wd1.myworkdayjobs.com/NRZ/job/TX-Coppell/XMLNAME-2027-Summer-Internship---Software-Developer_R10390
workday:ntrs:/job/Chicago-IL/Technology-Intern---Data-Science-and-Analytics_R160865-1,Northern Trust,Technology Intern – Data Science and Analytics,Not stated,True,,Internship,,Data & ML/AI,"Chicago, IL",no-sponsorship,144,,Python; SQL; Bash; LLMs; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Data-Science-and-Analytics_R160865-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Information-Security_R160869-1,Northern Trust,Technology Intern – Information Security,Not stated,True,,Internship,,Security,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; Bash; LLMs; Azure,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Information-Security_R160869-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Infrastructure-and-IT-Management_R160872-1,Northern Trust,Technology Intern – Infrastructure and IT Management,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,Bash; LLMs,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Infrastructure-and-IT-Management_R160872-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Software-Engineering_R160832-1,Northern Trust,Technology Intern – Software Engineering,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; Bash; LLMs; Azure; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Software-Engineering_R160832-1
workday:pimco:/job/Newport-Beach-CA-USA/XMLNAME-2027-Summer-Intern---Masters-Quant-Research-Analyst--Client-Solutions---Analytics--US_R106816,PIMCO,"2027 Summer Intern - Masters Quant Research Analyst, Client Solutions & Analytics, US",Summer 2027,False,,Internship,,Quant,"Newport Beach, CA USA",unknown,42,,Python,2026-09-01T00:00:00Z,date_only,2026-09-01T11:51:48Z,https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/Newport-Beach-CA-USA/XMLNAME-2027-Summer-Intern---Masters-Quant-Research-Analyst--Client-Solutions---Analytics--US_R106816
workday:rockwellautomation:/job/Mayfield-Heights-Ohio-United-States/Intern--Content-IDE-Software-Development--LCS-_R26-5010-2,Rockwell Automation,"Intern, Content IDE Software Development (LCS)",Not stated,True,,Internship,,Software,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,Git,2026-09-01T00:00:00Z,date_only,2026-09-02T00:21:49Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Content-IDE-Software-Development--LCS-_R26-5010-2
workday:rockwellautomation:/job/Mayfield-Heights-Ohio-United-States/Intern--Cyber-Professional-Services--LCS-_R26-5042-2,Rockwell Automation,"Intern, Cyber Professional Services (LCS)",Not stated,True,,Internship,,Security,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,,2026-09-01T00:00:00Z,date_only,2026-09-02T00:21:49Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Cyber-Professional-Services--LCS-_R26-5042-2
workday:sbdinc:/job/Towson-MD-United-States/Embedded-Engineering-Summer-Intern-2027_REQ-1000052019,Stanley Black & Decker,Embedded Engineering Summer Intern 2027,Summer 2027,False,,Internship,,Software,"Towson, MD, United States",unknown,124,$22–$27/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://sbdinc.wd1.myworkdayjobs.com/Stanley_Black_Decker_Career_Site/job/Towson-MD-United-States/Embedded-Engineering-Summer-Intern-2027_REQ-1000052019
workday:stryker:/job/Florida-Virtual-Address/Data-Science-Intern_R572731,Stryker,Data Science Intern - Remote,Not stated,True,,Internship,yes,Data & ML/AI,"Florida, Virtual Address",unknown,104,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Florida-Virtual-Address/Data-Science-Intern_R572731
workday:stryker:/job/Irvine-California/Summer-2027-Internship---Statistical-Programming---California_R572769,Stryker,Summer 2027 Internship - Statistical Programming - California,Summer 2027,False,,Internship,,Software,"Irvine, California",unknown,104,,,2026-09-01T00:00:00Z,date_only,2026-09-02T00:21:49Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Irvine-California/Summer-2027-Internship---Statistical-Programming---California_R572769
workday:tencent:/job/US-California-Palo-Alto/AI-Business-Analyst-Intern_R108039-1,Tencent,AI Business Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,US-California-Palo Alto,unknown,,$24.81–$42.7/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/AI-Business-Analyst-Intern_R108039-1
workday:trwd:/job/Fort-Worth-TX/Summer-2027-Infrastructure-Engineering-Intern--T036-_JR100218,Tarrant Regional Water District,Summer 2027 Infrastructure Engineering Intern (T036),Summer 2027,False,,Internship,,Software,"Fort Worth, TX",unknown,,$18.54–$27.82/hr,,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://trwd.wd1.myworkdayjobs.com/TRWDCareers/job/Fort-Worth-TX/Summer-2027-Infrastructure-Engineering-Intern--T036-_JR100218
workday:usfoods:/job/Rosemont-IL/Intern---AI-Automation--Hybrid--Onsite---Remote-_R282109,US Foods,Intern – AI Automation (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,LLMs,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---AI-Automation--Hybrid--Onsite---Remote-_R282109
workday:usfoods:/job/Rosemont-IL/Intern---Cybersecurity-Operations--Hybrid--Onsite---Remote-_R282117,US Foods,Intern – Cybersecurity Operations (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Security,Rosemont IL,no-sponsorship,10,,Python; Bash; Linux,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Cybersecurity-Operations--Hybrid--Onsite---Remote-_R282117
workday:usfoods:/job/Rosemont-IL/Intern---Cybersecurity-Risk--Hybrid--Onsite---Remote-_R282118,US Foods,Intern – Cybersecurity Risk (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Security,Rosemont IL,no-sponsorship,10,,,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Cybersecurity-Risk--Hybrid--Onsite---Remote-_R282118
workday:usfoods:/job/Rosemont-IL/Intern---Data-Analyst--Hybrid--Onsite---Remote-_R282121,US Foods,Intern – Data Analyst (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Data-Analyst--Hybrid--Onsite---Remote-_R282121
workday:usfoods:/job/Rosemont-IL/Intern---Data-Engineer--Hybrid--Onsite---Remote-_R282116,US Foods,Intern – Data Engineer (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,Python; SQL; Pandas; LLMs; AWS; Linux; Git; Kafka,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Data-Engineer--Hybrid--Onsite---Remote-_R282116
workday:usfoods:/job/Rosemont-IL/Intern---Software-Engineer--Digital-Commerce--Hybrid--Onsite---Remote-_R282111,US Foods,"Intern – Software Engineer, Digital Commerce (Hybrid: Onsite & Remote)",Not stated,True,,Internship,yes,Software,Rosemont IL,no-sponsorship,10,,Java; JavaScript; Angular; HTML/CSS; AWS; Kubernetes; Docker; Git,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Software-Engineer--Digital-Commerce--Hybrid--Onsite---Remote-_R282111
workday:usfoods:/job/Rosemont-IL/Intern---Software-Engineer--Legacy-Systems--Hybrid--Onsite---Remote-_R282106,US Foods,"Intern – Software Engineer, Legacy Systems (Hybrid: Onsite & Remote)",Not stated,True,,Internship,yes,Software,Rosemont IL,no-sponsorship,10,,SQL,2026-09-01T00:00:00Z,date_only,2026-09-02T13:52:39Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Software-Engineer--Legacy-Systems--Hybrid--Onsite---Remote-_R282106
workday:vermeer:/job/Pella-Iowa-USA---Corporate-Office/Embedded-Software-Engineer-Internship-Summer-2027_REQ-22165,Vermeer,Embedded Software Engineer Internship Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, Iowa, USA - Corporate Office",unknown,,,C++; MATLAB; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T05:56:51Z,https://vermeer.wd5.myworkdayjobs.com/externalcareersite/job/Pella-Iowa-USA---Corporate-Office/Embedded-Software-Engineer-Internship-Summer-2027_REQ-22165
workday:vermeer:/job/Pella-Iowa-USA---Corporate-Office/IT-Software-Engineer-Internship-Summer-2027_REQ-22178,Vermeer,IT Software Engineer Internship Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, Iowa, USA - Corporate Office",unknown,,,C#; TypeScript; JavaScript; Azure,2026-09-01T00:00:00Z,date_only,2026-09-01T22:00:29Z,https://vermeer.wd5.myworkdayjobs.com/externalcareersite/job/Pella-Iowa-USA---Corporate-Office/IT-Software-Engineer-Internship-Summer-2027_REQ-22178
ashby:pluralis-research:c8f78978-a693-4863-bcc0-66af5c3fd0be,Pluralis Research,Research Scientist Intern,Not stated,True,,Internship,,Data & ML/AI,USA or Australia,unknown,,,PyTorch,2026-08-31T22:13:20.811+00:00,exact,2026-09-01T15:48:01Z,https://jobs.ashbyhq.com/pluralis-research/c8f78978-a693-4863-bcc0-66af5c3fd0be
greenhouse:awetomaton:5394046008,Awetomaton,Platform Engineering Intern,Summer 2027,False,,Internship,,Software,"Beavercreek, OH",citizens-only,,,Python; Java; AWS; GCP; Azure; Kubernetes; Docker; Terraform,2026-08-31T10:11:45-04:00,exact,2026-08-31T15:44:51Z,https://job-boards.greenhouse.io/awetomaton/jobs/5394046008
greenhouse:epicgames:6173862004,Epic Games,Frontend Programmer Intern,Not stated,True,,Internship,,Software,"Cary,North Carolina,United States",unknown,28,,TypeScript; JavaScript; React; Unreal,2026-08-31T15:08:30-04:00,exact,2026-08-31T21:22:18Z,https://epicgames.com/careers/jobs/6173862004?gh_jid=6173862004
greenhouse:hpiq:6111955004,HP IQ,"Software Engineer Intern, Cloud Services (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Spring,2026-08-31T15:24:19-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6111955004
greenhouse:hpiq:6114781004,HP IQ,"Software Engineering Intern, AML Platform (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Python; PyTorch; TensorFlow,2026-08-31T15:21:18-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6114781004
greenhouse:hpiq:6114890004,HP IQ,"Software Engineering Intern, Product & Developer Productivity  (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,LLMs,2026-08-31T15:24:03-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6114890004
greenhouse:hpiq:6114912004,HP IQ,"Software Engineering Intern, Device Experiences (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Java; C++,2026-08-31T15:21:36-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6114912004
greenhouse:hpiq:6116398004,HP IQ,"Software Engineering Intern, Product Security (Summer 2027)",Summer 2027,False,,Internship,,Security,"San Francisco, CA",unknown,,$45–$51/hr,Python; Java; C++,2026-08-31T15:22:01-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6116398004
greenhouse:hpiq:6140119004,HP IQ,"Software Engineering Intern, Software Systems (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,C++; Linux,2026-08-31T15:22:24-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/hpiq/jobs/6140119004
greenhouse:integrainterns:5406101008,Integra FEC,(SPRING) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:47-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/integrainterns/jobs/5406101008
greenhouse:integrainterns:5406110008,Integra FEC,(SUMMER) Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Austin, Texas",no-sponsorship,,,Python; SQL,2026-08-31T14:08:58-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/integrainterns/jobs/5406110008
greenhouse:katalyst:6176711004,Katalyst Space Technologies,Engineering Intern (Electrical / Mechanical / GNC / Software),Not stated,True,,Internship,,Hardware,"Broomfield, Colorado, United States",unknown,,,Python; C++; MATLAB; Linux,2026-08-31T19:15:59-04:00,exact,2026-09-01T00:52:19Z,https://job-boards.greenhouse.io/katalyst/jobs/6176711004
greenhouse:olsson:5396116008,Olsson,Civil Engineering Internship - Federal Infrastructure Site Design,Summer 2027,False,,Internship,,Software,"North Kansas City, MO",unknown,2,,,2026-08-31T17:00:00-04:00,exact,2026-08-31T21:22:18Z,https://job-boards.greenhouse.io/olsson/jobs/5396116008
greenhouse:stripe:8128745,Stripe,"Software Engineer, Intern (Summer or Winter)",Not stated,True,,Internship,,Software,"San Francisco, Seattle, New York City",unknown,441,,Java; JavaScript; Scala; Ruby,2026-08-31T18:20:45-04:00,exact,2026-09-01T00:52:19Z,https://stripe.com/jobs/search?gh_jid=8128745
oracle:ehzq.fa.us2.oraclecloud.com:115639,Grant Thornton,Cybersecurity and Privacy Intern - Summer 2027,Summer 2027,False,,Internship,,Security,"Charlotte, NC, United States",no-sponsorship,118,,,2026-08-31,date_only,2026-08-31T15:44:51Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115639
oracle:ehzq.fa.us2.oraclecloud.com:115704,Grant Thornton,"AI, Data & Technology Intern - Summer 2027",Summer 2027,False,,Internship,,Data & ML/AI,"Charlotte, NC, United States",no-sponsorship,118,,,2026-08-31,date_only,2026-08-31T15:44:51Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115704
oracle:ehzq.fa.us2.oraclecloud.com:115733,Grant Thornton,"AI, Data & Technology Intern - Summer 2027",Summer 2027,False,,Internship,,Data & ML/AI,"Dallas, TX, United States",no-sponsorship,118,,,2026-08-31,date_only,2026-08-31T21:22:18Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115733
oracle:ehzq.fa.us2.oraclecloud.com:115750,Grant Thornton,"AI, Data & Technology Intern - Summer 2027",Summer 2027,False,,Internship,,Data & ML/AI,"Minneapolis, MN, United States",no-sponsorship,118,$37/hr,,2026-08-31,date_only,2026-08-31T21:22:18Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115750
workable:talentpluto:6F93C25627,Talentpluto,AI/ML Engineering Intern,Not stated,True,,Internship,yes,Data & ML/AI,United States (Remote),unknown,,$35–$50/hr,Python; TypeScript; JavaScript; LLMs,2026-08-31T00:00:00.000Z,date_only,2026-09-02T04:47:33Z,https://apply.workable.com/talentpluto/j/6F93C25627/
workable:talentpluto:CCC60EBB0C,Talentpluto,Backend Engineering Intern,Not stated,True,,Internship,yes,Software,United States (Remote),unknown,,$35–$50/hr,Python; TypeScript; JavaScript,2026-08-31T00:00:00.000Z,date_only,2026-09-02T04:47:33Z,https://apply.workable.com/talentpluto/j/CCC60EBB0C/
workday:brunswick:/job/Fond-du-Lac-WI/Mercury-Marine--Software-Controls-Engineering-Intern_JR-051436,Brunswick,Mercury Marine: Software Controls Engineering Intern,Not stated,True,,Internship,,Software,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,MATLAB,2026-08-31T00:00:00Z,date_only,2026-09-01T11:51:48Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Software-Controls-Engineering-Intern_JR-051436
workday:caci:/job/Danbury-CT-US/Software-Engineering-Co-op---Spring---Summer-2027_331356-1,CACI,Software Engineering Co-op - Spring & Summer 2027,Summer 2027,False,,Co-op,,Software,"Danbury, CT, US",unknown,,,Python; Java; C++; C#; MATLAB,2026-08-31T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://caci.wd1.myworkdayjobs.com/external/job/Danbury-CT-US/Software-Engineering-Co-op---Spring---Summer-2027_331356-1
workday:caci:/job/Danbury-CT-US/Software-Engineering-Co-op---Summer---Fall-2027_331354,CACI,Software Engineering Co-op - Summer & Fall 2027,Summer 2027,False,,Co-op,,Software,"Danbury, CT, US",unknown,,,Python; Java; C++; C#; MATLAB,2026-08-31T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://caci.wd1.myworkdayjobs.com/external/job/Danbury-CT-US/Software-Engineering-Co-op---Summer---Fall-2027_331354
workday:caci:/job/Sarasota-FL-US/Software-Engineering-Intern---Summer-2027_331359,CACI,Software Engineering Intern – Summer 2027,Summer 2027,False,,Internship,,Software,"Sarasota, FL, US",unknown,,,,2026-08-31T00:00:00Z,date_only,2026-09-01T19:05:53Z,https://caci.wd1.myworkdayjobs.com/external/job/Sarasota-FL-US/Software-Engineering-Intern---Summer-2027_331359
workday:copart:/job/Dallas-TX---Headquarters/AI-Engineer-Intern_JR110948,Copart,AI Engineer Intern,Not stated,True,,Internship,,Data & ML/AI,"Dallas, TX - Headquarters",unknown,83,,Python; Java; SQL; PyTorch; TensorFlow; scikit-learn; Pandas; LLMs,2026-08-31T00:00:00Z,date_only,2026-08-31T21:22:18Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/AI-Engineer-Intern_JR110948
workday:draftkings:/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14928,DraftKings,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Boston, MA",unknown,52,,Java; C#; TypeScript; Git,2026-08-31T00:00:00Z,date_only,2026-08-31T15:44:51Z,https://draftkings.wd1.myworkdayjobs.com/Campus_Career_Portal/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14928
workday:draftkings:/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14929,DraftKings,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Boston, MA",unknown,52,,Java; C#; TypeScript; Git,2026-08-31T00:00:00Z,date_only,2026-08-31T21:22:18Z,https://draftkings.wd1.myworkdayjobs.com/Campus_Career_Portal/job/Boston-MA/Software-Engineer-Intern--Summer-2027-_JR14929
